"","id","type","source","year","simpname","lastname","firstname","middlename","nationality","edu","prof","org","loc","lon","lat","text"
"11726","fr6404","alumni","frei",1929,"erler, j","erler","johannes",NA,"germany","engineer",NA,"","leipzig",12.3730747,51.3396955,"Erler, Johannes. Leipzig. Zugflihrer. 1929 Dipl. (l!Jh).t"
"11727","fr6408","alumni","frei",1928,"forster, h","forster","hellmut",NA,"germany","hydrological",NA,"","recklinghausen",7.1979453,51.6140649,"Forster, Hellmut. Recklinghausen. 1928 Dipl.(H)."
"11728","fr6410","alumni","frei",1926,"franke, r","franke","rudolf",NA,"germany","mining engineer",NA,"","forchheim sa",11.0698834,49.7213064,"Franke, Rudolf. Forchheim (Sa.). 1926 Dipl.(B). I"
"11729","fr6413","alumni","frei",1926,"glockner, e","glockner","erich",NA,"germany","mining engineer","owner","","sayda erzgeb",13.4665591,50.711642,"Glockner, Erich. _Sayda (Erzgeb.). Brauereibesitzer. 1926 Dipl. (B)"
"11730","fr6414","alumni","frei",1926,"g obmann, h","g obmann","horst",NA,"germany","mining engineer","secretary","","dresden",13.7372621,51.0504088,"G~oBmann, Horst. Dresden. Ratssekretar. 1926 Dipl.(B)."
"11731","fr6415","alumni","frei",1926,"gunther, g","gunther","gerhard",NA,"germany","mining engineer",NA,"","auerbach sachsen",12.3981373,50.5079692,"Gunther, Gerhard. Auerbach i.V. Oberstudientat. 1926 Dipl.(B)."
"11732","fr6416","alumni","frei",1924,"hanel, m","hanel","martin",NA,"germany","mining engineer",NA,"","chemnitz",12.9213697,50.827845,"Hanel, :Martin. Kappel b.Cher.mitz. Pfarrer. 1924 Dipl. (B)."
"11733","fr6417","alumni","frei",1924,"hartig, h","hartig","helmut",NA,"germany","metallurgical engineer","teacher","","pirna a",13.9419168,50.9625175,"Hartig, Helmut. Pirna (Sa.). Oberlehrer. 1924 Dipl.(Ma), 1925 Dipl.(B). Professor an der BA."
"11734","fr6418","alumni","frei",1923,"hafner, h","hafner","herbert",NA,"germany","hydrological","owner","","pforzheim",8.6946286,48.8921862,"Hafner, Herbert. Pforzheim, Baden. Besitzer einer Goldund Silb~rscheideanstalt. 1923 Dipl.(H). PreuBe."
"11735","fr6421","alumni","frei",1925,"hentschel, w","hentschel","werner",NA,"germany","mining engineer",NA,"","leipzig",12.3730747,51.3396955,"Hentschel, Werner. Leipzig . 1925 Dipl.(B)."
"11736","fr6422","alumni","frei",1926,"herwig, k","herwig","karl",NA,"germany","mining engineer",NA,"","gimbsheim kr",8.3750281,49.779717,"Herwig, Karl. Gimbsheim Kr.Worms. Landwirt. 1926 Dipl.(B). Hesse."
"11737","fr6423","alumni","frei",1925,"hettwer, a","hettwer","alfons",NA,"united states of america","mining engineer","foreman","","al tgrottkau",-71.0691835,42.3627286,"Hettwer, Alfons. Al tgrottkau. Schm:i.edemeister. 1925 Dipl. (B)."
"11738","fr6424","alumni","frei",1927,"hubrig, r","hubrig","rudolf",NA,"germany","electric engineer",NA,"","dürrhennersdorf germany",14.6037156,51.0484376,"Hubrig, Rudolf. Diirrhennersdorf (Sa.). Pfarrer. 1927 Dipl.(Eh)."
"11739","fr6428","alumni","frei",1928,"kamann, h","kamann","herbert",NA,"germany","mining engineer","secretary","","freiberg sa",13.341727,50.9128283,"Kamann, Herbert. Freiberg (Sa.). Obersekretar. 1928 Dipl.(B)."
"11740","fr6429","alumni","frei",1927,"kamprath, h","kamprath","harry",NA,"germany","mining engineer",NA,"","freiberg sa",13.341727,50.9128283,"Kamprath, Harry. Freiberg (Sa.). Kunsthandler. 1927 Dipl.(B)."
"11741","fr6430","alumni","frei",1926,"kandler, w","kandler","walter",NA,"germany","mining engineer",NA,"","witten ruhr",7.353197,51.4438926,"Kandler, Walter. Witten (Ruhr). 1926 Dipl.(B)."
"11742","fr6431","alumni","frei",1925,"kartenbeck, w","kartenbeck","werner",NA,"norway","hydrological",NA,"","strandvik norway",5.661754,60.157526,"Kartenbeck, Werner. Gut Tirsen. 1925 Dipl.(H). Livlander. ;_"
"11743","fr6457","alumni","frei",1927,"neubert, j","neubert","jens",NA,"germany","mining engineer",NA,"","zittau sa",14.8029971,50.8999681,"Neubert, Jens. Zittau (Sa.) Zahnarzt. 1927 Dipl.(B)."
"11744","fr6458","alumni","frei",1925,"neumann, k","neumann","konrad",NA,"germany","mining engineer",NA,"","olbersdorf sa",14.769225,50.8736304,"Neumann, Konrad. Olbersdorf (Sa.). Werksdirektor. 1925 Dipl.(B)."
"11745","fr6459","alumni","frei",1924,"nicolai, n","nicolai","nicolaus",NA,"germany","mining engineer","teacher","","i isenach",10.3146872,50.9795715,"Nicolai, Nicolaus. I~isenach. Oberlehrer. 1924 Dipl.. (B)."
"11746","fr6460","alumni","frei",1927,"oelsner, o","oelsner","oscar",NA,"germany","mining engineer","engineer","","trier",6.6371433,49.749992,"Oelsner, Oscar. Trier. Oberingenieur. 1927 Dipl.(B}. Professor an der BA. 1963 +."
"11747","fr6464","alumni","frei",1925,"pitzken, h","pitzken","hermann",NA,"latvia","hydrological",NA,""," riga",24.1051865,56.9496487,"Pitzken, Hermann. Riga. Maschinenfabrikant~ 1925 Dipl.(H)."
"11748","fr6468","alumni","frei",1925,"rammlcr, e","rammlcr","erich",NA,"germany","mining engineer","professor","","tirpersdorf i",12.2562526,50.4355599,"Rammlcr, Erich. Tirpersdorf i.V. Architelct. 1925 Dipl.(B). Professor an der BA."
"11749","fr6471","alumni","frei",1926,"reu1cauf, k","reu1cauf","kurt",NA,"germany","hydrological",NA,"","hildburghausen",10.7312097,50.4263293,"Reu1cauf, Kurt. Hildburghausen. Schulrat. 1926 Dipl. (H)."
"11750","fr6473","alumni","frei",1925,"romberg, h","romberg","heinrich",NA,"germany","mining engineer",NA,""," berlin",13.404954,52.5200066,"Romberg, Heinrich. Berlin. Pfarrer. i925 Dipl.(B)."
"11751","fr6475","alumni","frei",1928,"schiel, r","schiel","richard",NA,"romania","mining engineer",NA,"","busteni rum",25.5346529,45.4101378,"Schiel, Richard. Busteni, Rum.anien. Papierfabrikant. 1928 Dipl. (B). Siebenbi.irger Sachse."
"11752","fr6476","alumni","frei",1924,"schilmann, a","schilmann","aron",NA,"ukraine","mining engineer",NA,"","skovorodlti ukraine",-73.9609804,40.5779369,"SchiJ.mann, Aron. Skovorodlti, Ukraine. 1924 Dipl. (B)."
"11753","fr6477","alumni","frei",1925,"schilmann, c","schilmann","chaim",NA,"ukraine","mining engineer",NA,"","kiew ukraine",30.5234,50.4501,"Schilmann, Chaim. Kiew, Ukraine. 1925 Dipl.(B)."
"11754","fr6480","alumni","frei",1927,"schmidt, n","schmidt","nikolai",NA,"ukraine","mining engineer","foreman","","kiew ukraine",30.5234,50.4501,"Schmidt, Nikolai. Kiew, Ukraine. Baumeister. 1927 Dipl•. (B) . Auslandsdeutscher."
"11755","fr6482","alumni","frei",1927,"schubert, f","schubert","fritz",NA,"germany","mining engineer",NA,"","freiberg sa",13.341727,50.9128283,"Schubert, Fritz. Freiberg (Sa .• ). Reviersteiger. 1927 Dipl. (B)."
"11756","fr6483","alumni","frei",1924,"schumacher, l","schumacher","lilhelm",NA,"united states of america","mining engineer","merchant","","elberfeld",-87.4483482,38.1597668,"Schumacher, lilhelm. Elberfeld. Kaufmann. 1924 Dipl.(B)."
"11757","fr6484","alumni","frei",1926,"seltmann, p","seltmann","paul",NA,"germany","mining engineer","merchant","","dresden",13.7372621,51.0504088,"Seltmann, Paul. Dresden. Kaufmann. 1926 Dipl.(B)."
"11758","fr6485","alumni","frei",1926,"spruth, g","spruth","gerhard",NA,"united states of america","mining engineer",NA,"","fabrikdirektor a",-75.1345433,39.9673009,"Spruth, Gerhard. Berlin. Fabrikdirektor a.D. 1926 Dipl.(B)."
"11759","fr6486","alumni","frei",1924,"stallmann, h","stallmann","heinrich",NA,"united states of america","electric engineer",NA,""," witten",-100.0821291,43.4398825,"Stallmann, Heinrich. Witten. 1924 Dipl.(Eh)."
"11760","fr6488","alumni","frei",1928,"steck, h","steck","helmut",NA,"germany","mining engineer",NA,"","stuttgart",9.1829321,48.7758459,"Steck, Helmut. Stuttgart. Direktor. 1928 Dipl.(B)."
"11761","fr6489","alumni","frei",1925,"stein, w","stein","walther",NA,"germany","metallurgical engineer",NA,"","oederan sa",13.1708803,50.8619895,"Stein, Walther. Oederan (Sa.). 1925 Dipl.(Ma), 1926 Dipl.(B)."
"11762","fr6491","alumni","frei",1925,"temper, p","temper","paul",NA,"germany","mining engineer",NA,"","chemnitz",12.9213697,50.827845,"Temper, Paul. Chemnitz. Prolrurist. 1925 Dipl. (B)."
"11763","fr6493","alumni","frei",1925,"troger, e","troger","ehrenreich",NA,"germany","mining engineer",NA,"","dresden",13.7372621,51.0504088,"Troger, Ehrenreich. Dresden. Privatus. 1925 Dipl.(B). 1963 +."
"11764","fr6498","alumni","frei",1925,"walther, h","walther","hans",NA,"germany","mining engineer","foreman","","halle a",11.9688029,51.4969802,"Walther, Hans. Halle a.d.S. Amtsstraf3enbaumeister. 1925 Dipl.(B)."
"11765","fr6501","alumni","frei",1926,"wespyneuhauf3er, r","wespyneuhauf3er","rudolf",NA,"united states of america","mining engineer",NA,"","new york",-74.0059728,40.7127753,"WespyNeuhauf3er, Rudolf. New York. Bergwerksdirektor. 1926 Dipl.(B). Sachsischer Staatsangehoriger."
"11766","fr6502","alumni","frei",1925,"westphal, h","westphal","hans",NA,"germany","electric engineer",NA,"","peine b",10.243267,52.3204095,"Westphal, Hans. Peine b.Hannover. 1925 Dipl.(Eh)."
"11767","fr6504","alumni","frei",1927,"zelter, r","zelter","richard",NA,"poland","hydrological",NA,"","stettin",14.5528116,53.4285438,"Zelter, Richard. Stettin. Rechtsanwalt u.Notar. 1927 Dipl.(H)."
"11768","fr6505","alumni","frei",1926,"ziergiebel, h","ziergiebel","heinrich",NA,"germany","mining engineer","teacher",""," aue schwarzwasser",12.7573309,50.501446,"Ziergiebel, Heinrich. Aue (Sa. ). Oberlehrer. 1926 Dipl.(B)."
"11769","fr6506","alumni","frei",1925,"zigan, a","zigan","alfons",NA,"poland","mining engineer",NA,"","silesia",19.3219768,50.5716595,"Zigan, Alfons. Koppitz. 1925 Dipl.(B)."
"11770","fr6510","alumni","frei",1929,"beckert, j","beckert","johannes",NA,"germany","hydrological","merchant","","freiberg sa",13.341727,50.9128283,"Beckert, Johannes. Freiberg (Sa. ). Kaufmann. 1929. Dipl. (H)."
"11771","fr6511","alumni","frei",1925,"berndt, w","berndt","willy",NA,"united states of america","mining engineer",NA,""," oels i",-76.08188,43.095352,"Berndt, Willy. Oels i.Schles. Kreisbote. \ 1925 Dipl.(B)."
"11772","fr6512","alumni","frei",1928,"bettinger, a","bettinger","artur",NA,"germany","mining engineer",NA,"","frankenholz pfalz",7.2572952,49.3825115,"Bettinger, Artur. Frankenholz, Pfalz. Kassierer. 1928 Dipl. (B) ."
"11773","fr6514","alumni","frei",1925,"bischof, f","bischof","friedrich",NA,"germany","electric engineer","foreman","","osnabrtick",8.0471788,52.2799112,"Bischof, Friedrich. Osnabrlick. Obermeister. 1925 Dipl.(Eh). . ("
"11774","fr6515","alumni","frei",1927,"bischof, w","bischof","wilhelm",NA,"germany","electric engineer",NA,"","osnabrück germany",8.0471788,52.2799112,"Bischof, Wilhelm. Osnabrlick. Obern1eister. 1927 Dipl. (Eh)."
"11775","fr6516","alumni","frei",1926,"bommert, r","bommert","rudolf",NA,"germany","mining engineer",NA,"","halle a",11.9688029,51.4969802,"Bommert, Rudolf. Halle a.d.S. Magistratsbote. 1926 Dipl.(B)."
"11776","fr6522","alumni","frei",1927,"claus, f  c","claus","friedr ch","ch","germany","mining engineer",NA,"","ebersbrunn sa",12.4347005,50.6496711,"Claus, Friedr~ch. Ebersbrunn (Sa. ) . Rechnungsflihrer. 1927 Dipl.O"
"11777","fr6523","alumni","frei",1926,"czygan, h","czygan","heinz",NA,"united states of america","mining engineer","superintendent","","papros prov",-121.8763181,37.3194621,"Czygan, Heinz. Papros Prov.Posen. Zollinspektor. 1926 Dipl.(B)."
"11778","fr6525","alumni","frei",1925,"dorgerloh, l","dorgerloh","lothar",NA,"germany","metallurgical engineer","merchant",""," gera",12.0807203,50.8850706,"Dorgerloh, Lothar. Gera. Kaufmann. 1925 Dipl.(Ma),1925 Dipl.(B)"
"11779","fr6527","alumni","frei",1927,"eisentraut, o","eisentraut","otto",NA,"united states of america","mining engineer",NA,""," pl uen",-119.7952114,39.52552,"Eisentraut, Otto. Pl&uen i.V. Bankbeamter. 1927 Dipl.(B)."
"11780","fr6529","alumni","frei",1926,"erinin, b","erinin","boris",NA,"bulgaria","mining engineer",NA,"","bansko bulgarien",23.485653,41.8404241,"Erinin, Boris. Bansko, Bulgarien. 1926 Dipl.(B) •"
"11781","fr6530","alumni","frei",1928,"finster, w","finster","werner",NA,"germany","electric engineer",NA,"","dresden",13.7372621,51.0504088,"Finster, Werner. Dresden. Drogist. 1928 Dipl. (Eh)."
"11782","fr6532","alumni","frei",1929,"franlcsen, h","franlcsen","hermann",NA,"germany","electric engineer","owner","","oldenburg",8.2145521,53.1434501,"Franlcsen, Hermann. Oldenburg•. Fabrikbesitzer. 1929 Dipl. (Eh)."
"11783","fr6534","alumni","frei",1929,"friedel, e","friedel","ewald",NA,"germany","hydrological",NA,"","berlin",13.404954,52.5200066,"Friedel, Ewald. Berlin. Oberstleutnant a.D. 1929 Dipl. (H)."
"11784","fr6535","alumni","frei",1927,"frotscher, g","frotscher","gunther",NA,"germany","mining engineer",NA,"","plauen i",12.1368679,50.4976133,"Frotscher, Gunther. Plauen i.V. Zahnarzt. 1927 Dipl.(B)."
"11785","fr6539","alumni","frei",1922,"greger, h","greger","herbert",NA,"united states of america","hydrological",NA,"","gregor fried",-94.5565664,38.9982583,"Greger, Herbert. Turnau. Oberstleutnant. 192P Dipl. (H) . Gregor, Fried.rich. Pilsen. Gefangenenaufseher. 1925 Dipl. (B)."
"11786","fr6543","alumni","frei",1922,"haase, f","haase","friedrich",NA,"germany","mining engineer",NA,"","kemberg",12.6320266,51.7690923,"Haase, Friedrich. Kemberg. Tierarzt. 1922 Dipl.(B)."
"11787","fr6547","alumni","frei",1927,"hegewald, r","hegewald","rudolf",NA,"germany","mining engineer",NA,"","mayen deutschland",7.2272625,50.3279651,"Hegewald, Rudolf. MeiEen. Porzellamnaler. 1927 Dipl. (B)."
"11788","fr6548","alumni","frei",1925,"heindl, b","heindl","bruno",NA,"czech republic","mining engineer",NA,"","teplitzschonau",13.835284,50.6444579,"Heindl, Bruno. TeplitzSchonau. Steuerdirektor. 1925 Dipl.(B)."
"11789","fr6550","alumni","frei",1925,"hiebsch, f","hiebsch","friedrich",NA,"germany","mining engineer",NA,"","kissing bavaria",10.972609,48.3027069,"Hiebsch, Friedrich. kssig. Postunterbeamter. 1925 Dipl. (B). ,I"
"11790","fr6556","alumni","frei",1923,"horner, a","horner","anton",NA,"czech republic","mining engineer",NA,"","loket czech republic",12.7540628,50.1860122,"Horner, Anton. Elbogen b.Karlsbad. Advokat. 1923 Dipl. (B)."
"11791","fr6557","alumni","frei",1925,"hilbner, r","hilbner","robert",NA,"austria","mining engineer",NA,"","styria austria",14.4699827,47.3593442,"Hilbner, Robert. Bruch Bez.Bri.ix. 1925 Dipl.(B)."
"11792","fr6559","alumni","frei",1923,"janke, j","janke","johann",NA,"czech republic","mining engineer",NA,"","smichow",14.4042499,50.0719979,"Janke, Johann. Smichow. Beamter. 1923 Dipl. (B)."
"11793","fr6562","alumni","frei",1923,"kappes, t","kappes","theodor",NA,"germany","metallurgical engineer",NA,""," essen",-73.9801889,40.7518111,"Kappes, Theodor. Essen. Fabrsteiger. 1923 Dipl.(Ma)."
"11794","fr6563","alumni","frei",1925,"kendl, g","kendl","georg",NA,"germany","mining engineer",NA,"","murnau oberbay",11.2041398,47.6775102,"Kendl, Georg. Murnau, Oberbay. Bergmann. 1925 Dipl. (B) ."
"11795","fr6567","alumni","frei",1922,"q567 kollert, l","q567 kollert","lothar",NA,"germany","mining engineer",NA,"","chenmitz",12.9213697,50.827845,"q567 Kollert, Lothar. Chenmitz. Regierungsrat. 1928 Dipl.(B).1931 +."
"11796","fr6568","alumni","frei",1929,"komers, m","komers","max",NA,"united states of america","electric engineer","engineer",""," pilsen",-87.6562598,41.8524902,"Komers, Max. Pilsen. Oberingenieur. 1929 Dipl. (Eh)."
"11797","fr6569","alumni","frei",1925,"koop, w","koop","werner",NA,"united kingdom","metallurgical engineer","foreman","","selbeck landlcr",-0.147699,51.514166,"Koop, Werner. Selbeck Landlcr.Dlisseldorf. Maschinenmeister. 1925 Dipl.(Ma), 1926 Dipl.(B)."
"11798","fr6570","alumni","frei",1927,"kroboth, a","kroboth","alfons",NA,"czech republic","mining engineer","teacher","","brunn in",16.6068371,49.1950602,"Kroboth, Alfons. Brunn in Bohmen. Oberlehrer. 1927 Dipl.(B)."
"11799","fr6573","alumni","frei",1925,"ktintscher, w","ktintscher","wolfgang",NA,"germany","electric engineer","professor","","zwickau",12.4733725,50.7102169,"Ktintscher, Wolfgang. Zwickau. (Sa~)._ Fabrikdirektor. 1925 Dipl.(E~, 19 5 319 56 Professor an der BA."
"11800","fr6574","alumni","frei",1928,"ktissing, e","ktissing","exich",NA,"germany","mining engineer",NA,"","dresden",13.7372621,51.0504088,"Ktissing, Exich. Dresden. Lokomotiv.fiihrer. 1928 Dipl. {B) ."
"11801","fr6576","alumni","frei",1923,"lehmann, d","lehmann","dr",NA,"germany","mining engineer","teacher","","halle a",11.9688029,51.4969802,"Lehmann, Dr.:phil., Hans. Halle a.d.S. Lehrer. 1923 Dipl.(B).t"
"11802","fr6581","alumni","frei",1929,"meisemeyer, w","meisemeyer","wilhelm",NA,"germany","electric engineer","merchant","","versmold kr",8.1484011,52.0412371,"Meisemeyer, Wilhelm. Versmold Kr.Halle. Kaufmann. 1929 Dipl.(Eh)."
"11803","fr6583","alumni","frei",1927,"miiller, w","miiller","wilhelm",NA,"germany","electric engineer","engineer",""," essen",-73.9801889,40.7518111,"Miiller, Wilhelm. Essen. Ingenieur. 1927 Dipl. (Eh)."
"11804","fr6584","alumni","frei",1927,"naumann, f","naumann","friedrich",NA,"germany","electric engineer",NA,"","osnabrtick",8.0471788,52.2799112,"Naumann, Friedrich. Osnabrtick. Rektor. 1927 Dipl.(Eh). I"
"11805","fr6585","alumni","frei",1926,"nestler, j","nestler","johannes",NA,"germany","mining engineer","merchant","","freiberg sa",13.341727,50.9128283,"Nestler, Johannes. F;reiberg (Sa.). Kaufmann. 1926 Dipl.(B)."
"11806","fr6586","alumni","frei",1926,"nienhaus, h","nienhaus","hermann",NA,"germany","electric engineer",NA,"","duisburgruhrort",6.7483238,51.4499282,"Nienhaus, Hermann. DuisburgRuhrort. Tierarzt. 1926 Dipl.(Eh)."
"11807","fr6588","alumni","frei",1927,"oppenberg, h","oppenberg","heinrich",NA,"united states of america","mining engineer",NA,"","bickermejster",-95.9963586,36.1526785,"Oppenberg, Heinrich., Hiesfeld. Biickermej.ster. 1927 Dipl. (B)."
"11808","fr6589","alumni","frei",1927,"pancescu, s","pancescu","sergius",NA,"romania","mining engineer",NA,"","bacau rumanien",26.9145748,46.5670437,"Pancescu, Sergius. Bacau, Rumanien. Oberst. 1927 Dipl.(B)."
"11809","fr6592","alumni","frei",1926,"pollak, a","pollak","alfred",NA,"united states of america","mining engineer",NA,"","ni mburg",-96.9472543,41.3652862,"Pollak, Alfred. Ni mburg, Bohnen. Lokoruotivfiihrer. 1926 Dipl. (B). DeutschOsterreicher."
"11810","fr6593","alumni","frei",1926,"pruy, f","pruy","friedrich",NA,"czech republic","mining engineer",NA,"","tschausch b",13.6269666,50.5246906,"Pruy, Friedrich. Tschausch b.Brlix. Beamter. 1926 Dipl. (B) ."
"11811","fr6597","alumni","frei",1924,"renner, k","renner","karl",NA,"united states of america","mining engineer","comptroller","","st petersburg",-82.6402915,27.7676008,"Renner, Karl. St.,Joachimsthal. Oberkontrolleur. 1924 Dipl.(B)."
"11812","fr6599","alumni","frei",1926,"roser, e","roser","eduard",NA,"germany","mining engineer",NA,"","eblingen a",9.3201122,48.7433425,"Roser, Eduard. EBlingen a.N. Fabrikant. 1926 Dipl.(B)."
"11813","fr6605","alumni","frei",1926,"schubert, w","schubert","willy",NA,"germany","electric engineer","merchant","","plauen i",12.1368679,50.4976133,"Schubert, Willy. Plauen i.V. Kaufmann. 1926 Dipl.(Eh)."
"11814","fr6606","alumni","frei",1926,"schlichner, w","schlichner","wilhelm",NA,"germany","mining engineer","teacher","","burgthann b",11.2796013,49.3538033,"Schlichner, Wilhelm. Burgthann b.Niirnberg. Hauptlehrer. 1926 Dipl. (B) •"
"11815","fr6607","alumni","frei",1930,"schultz, e  n","schultz","euge n","n","estonia","mining engineer",NA,"","reval estland",24.7535747,59.4369608,"Schultz, Euge_n. Reval, Estland. 1930 Dipl. (B)."
"11816","fr6611","alumni","frei",1926,"sprui ig, h","sprui ig","helmut",NA,"germany","electric engineer",NA,"","dresden",13.7372621,51.0504088,"Sprui:ig, Helmut. Dresden. Mechaniker. 1926 Dipl.(Eh). _"
"11817","fr6619","alumni","frei",1926,"telge, g","telge","gustav",NA,"germany","mining engineer","foreman","","hondelage",10.6018073,52.3142742,"Telge, Gustav. Hondelage. Maurermeister. 1926 Dipl.(B)."
"11818","fr6620","alumni","frei",1926,"theurich, e","theurich","ernst",NA,"germany","hydrological",NA,"","dresden",13.7372621,51.0504088,"Theu.rich, Ernst. GroBOkrilla Kr.Dresden. 1926 Dipl.(H). PreuEe"
"11819","fr6621","alumni","frei",1926,"thomas, g","thomas","gottfried",NA,"germany","mining engineer",NA,""," aue schwarzwasser",12.7573309,50.501446,"Thomas, Gottfried. Aue (Sa.). Superintendent. 1926 Dipl.(B)."
"11820","fr6622","alumni","frei",1924,"tolls, a","tolls","albert",NA,"germany","mining engineer",NA,"","bedburg a",6.5722828,50.9922492,"Tolls, Albert. Bedburg a.d.Erft. Direktor. 1924 Dipl.(B)."
"11821","fr6623","alumni","frei",1924,"to as, a","to as","alfred",NA,"czech republic","mining engineer",NA,"","teplitzschonau",13.835284,50.6444579,"To~as, Alfred. TeplitzSchonau. Bahnbeamter. 1924 Dipl.(B)."
"11822","fr6625","alumni","frei",1925,"v dder, o","v dder","otto",NA,"germany","mining engineer",NA,""," essen",-73.9801889,40.7518111,"Vedder, Otto. Essen. Obersteiger. 1925 Dipl.(B)."
"11823","fr6631","alumni","frei",1927,"weide, e","weide","ewald",NA,"latvia","electric engineer",NA,"","haynasch livland",24.3530817,57.8552975,"Weide, Ewald. Haynasch, Livland, Lettland. Kapitan. 1927 Dipl.(E~,"
"11824","fr6636","alumni","frei",1931,"winkler, j","winkler","johannes",NA,"germany","metallurgical engineer",NA,"","kaufungen",9.620266,51.2847903,"Winkler, Johannes. Kaufungen. Oberstudien:rat. 1931 Dipl.(Ma). ....."
"11825","fr6639","alumni","frei",1924,"wolf, e","wolf","erhard",NA,"czech republic","mining engineer","teacher","","ústí nad labem czech",14.0531455,50.6611164,"Wolf, Erhard. Wicklitz Bez.Aussig. Oberlehrer. 1924 Dipl.(B)."
"11826","fr6640","alumni","frei",1924,"wolf, j","wolf","joseph",NA,"united states of america","electric engineer","engineer",""," pilsen",-87.6562598,41.8524902,"Wolf, Joseph. Pilsen. Ingenieu.r. 1924 Dipl.(Eh)."
"11827","fr6642","alumni","frei",1928,"v alberti, w","v alberti","wolf",NA,"germany","mining engineer","engineer","","oelsnitz erzgeb",12.6992796,50.7254764,"von Alberti, Wolf. Oelsnitz (Erzgeb.). Dipl.Bergingenieur. 1928"
"11828","fr6644","alumni","frei",1928,"altmann, i","altmann","isidor",NA,"ukraine","mining engineer","merchant","","teofipol ukraine",26.417099,49.8399541,"Altmann, Isidor. Teofipol, Ukraine. Kaufmann. 1928 Dipl.(B)."
"11829","fr6648","alumni","frei",1924,"bail, r","bail","rich",NA,"czech republic","mining engineer",NA,"","aussig a",14.0531455,50.6611164,"Bail, }!;rich. Aussig a.d.Elbe. Privatbeamter. 1924° Dipl. (B)."
"11830","fr6649","alumni","frei",1928,"bakradse, g","bakradse","georg",NA,"georgia","electric engineer",NA,"","sakao georgien",43.4497387,42.6311084,"Bakradse, Georg. Sakao, Georgien. 1928 Dipl.(Eh)."
"11831","fr6651","alumni","frei",1927,"baut,","baut","",NA,"germany","mining engineer","foreman",""," aue schwarzwasser",12.7573309,50.501446,"Baut,garten, Kurt. Aue (Sa.). Bottcherobermeister. 1927 Dipl.(B)."
"11832","fr6652","alumni","frei",1924,"beer, j","beer","johann",NA,"czech republic","mining engineer",NA,"","aussig a",14.0531455,50.6611164,"Beer, Johann. Aussig a.d.Elbe. Steuerdirektor. 1924 Dipl.(B)."
"11833","fr6653","alumni","frei",1926,"berg, a","berg","alfred",NA,"germany","mining engineer",NA,"","dortmund",7.4652981,51.5135872,"Berg, Alfred. Gahlµen Kr.Dortmund. Betriebsfi.ihrer. 1926 Dipl.(B)."
"11834","fr6656","alumni","frei",1927,"boecklin, w","boecklin","waldemar",NA,"italy","mining engineer",NA,"","fiesole b",11.2931525,43.8064785,"Boecklin, Waldemar. Fiesole b.Florenz. Architekt u.Maler. 1927 Dipl.(B). Schweizer Staatsangehorigkeit."
"11835","fr6661","alumni","frei",1928,"buchmann, j","buchmann","josef",NA,"romania","mining engineer",NA,"","detta banat",21.2255847,45.3977401,"Buchmann, Josef. Detta, Banat. 1928 Dipl.(B)."
"11836","fr6662","alumni","frei",1926,"biirgmann, f  r","biirgmann","fe rdinand","rdinand","united states of america","mining engineer",NA,"","ki ttenplan",-73.3052143,40.8412241,"Biirgmann, FE;rdinand. Ki ttenplan, Bohmen. Verwalter. 1926 Dipl. (B"
"11837","fr6664","alumni","frei",1931,"butz, a","butz","adolf",NA,"germany","mining engineer","foreman","","duisburg kriminalwachtmeister",6.7623293,51.4344079,"Butz, Adolf. Duisburg~ Kriminalwachtmeister. 1931 Dipl.(B)."
"11838","fr6673","alumni","frei",1924,"esfeld, g","esfeld","gustav",NA,"germany","electric engineer","merchant","","treuenbrietzen",12.8655166,52.0916007,"Esfeld, Gustav. Treuenbrietzen. Kaufmann. 1924 Dipl. (Eh)."
"11839","fr6674","alumni","frei",1927,"evghenide, c","evghenide","constantin",NA,"romania","mining engineer",NA,"","jassy rum",27.6014418,47.1584549,"Evghenide, Constantin. Jassy, Ru:manien. 1927 Dipl.(B)."
"11840","fr6675","alumni","frei",1928,"fischer, g","fischer","gerhard",NA,"germany","mining engineer",NA,"","quatitz b",14.4488524,51.2324219,"Fischer, Gerhard. Quatitz b.Bautzen. Kantor. 1928 Dipl.(B)."
"11841","fr6681","alumni","frei",1927,"gehlert, e","gehlert","ernst",NA,"germany","mining engineer","assistant",""," aue schwarzwasser",12.7573309,50.501446,"Gehlert, Ernst. Aue (Sa.). Postbetriebsassistent. 1927 Dipl.(B)."
"11842","fr6683","alumni","frei",1928,"g rth, g","g rth","gerhard",NA,"germany","mining engineer",NA,"","dresden",13.7372621,51.0504088,"G~rth, Gerhard. Obergorbitz b.Dresden. Schulleiter. 1928 Dipl.(Bi"
"11843","fr6686","alumni","frei",1928,"gohler, r","gohler","rudolf",NA,"germany","mining engineer",NA,"","leipzig",12.3730747,51.3396955,"Gohler, Rudolf. Borna b.Leipzig. Obersteiger. 1928 Dipl.(B)."
"11844","fr6688","alumni","frei",1927,"graf3mann, h","graf3mann","hans",NA,"south africa","mining engineer",NA,"","johannesburg transvaal",28.0016916,-26.2168494,"Graf3mann, Hans. Johannesburg, Transvaal. Superintendent. 1927 Dipl.(B). PreuBe."
